P;X;X;R;X;X;X;X;R;T3;X;X;X;X;X;X;X;X;X;X;T2;X;X;X;X;X;X;X;X;X;X;X;
X;X;X;R;X;X;X;X;R;X;X;X;X;X;X;X;X;X;X;X;X;L;X;X;X;X;X;X;X;X;X;X;
X;X;X;R;X;X;X;X;R;X;X;X;X;X;X;G;X;X;X;X;X;L;X;X;X;X;X;X;X;X;X;X;
X;X;X;X;G;X;X;X;R;X;X;X;X;X;X;X;X;X;X;X;X;L;X;X;X;X;X;X;X;X;X;X;
X;X;X;X;X;X;X;X;R;X;X;X;X;G;X;X;X;X;X;X;X;L;X;X;X;X;X;X;X;X;X;X;
X;X;X;X;G;X;X;X;R;D;D;D;D;D;D;D;D;D;D;D;D;D,L;D;D;D;X;X;X;X;X;X;X;
X;X;X;R;D;D;D;X;X;X;X;X;G;X;X;X;X;X;X;X;X;X;X;X;R;X;X;X;X;X;X;X;
X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;R;X;X;X;X;X;X;X;
U;U;U,R;X;X;X;X;X;X;G;X;X;X;X;X;G;X;L;X;X;X;X;X;X;R;X;X;X;X;X;X;X;
X;T3;R;X;X;X;X;X;X;G;X;X;X;X;X;X;X;L;X;X;X;X;X;X;R;X;X;X;X;X;X;X;
X;X;X;X;X;X;X;X;R;U;U;X;X;X;X;X;X;L;X;X;X;X;X;X;R;X;X;L;T1;X;X;X;
X;X;X;X;X;X;X;X;R;X;X;X;X;X;D;D;D;L;X;X;X;X;X;X;R;X;X;L;X;X;X;X;
X;X;G;X;X;X;X;X;R;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;L;X;X;X;X;
X;X;X;X;X;X;X;X;R;X;X;X;U,L;G;X;X;X;G,R;X;X;X;X;X;X;X;X;X;L;X;X;X;X;
X;X;X;X;X;X;X;X;R;X;X;X;L;X;X;X;X;X;R;X;X;X;X;G;X;X;X;L;G;X;X;X;
X;X;X;X;X;X;X;X;R;X;X;X;L;X;X;X;X;X;R;X;X;X;X;X;X;X;X;L;X;X;X;X;
X;X;X;X;X;X;X;X;R;X;X;X;X;X;T2;X;X;X;R;X;T1;X;X;X;X;X;X;L;X;X;X;H;
